867	feat: Add JsonPatch type for diffing and patching JSON values (Algora Bounty #685)	othmanesp0:feature/json-patch	CLOSED	2026-01-27T16:13:22Z
866	Cleanup `Json` and `JsonSelection` implementations	plokhotnyuk:main	MERGED	2026-01-27T15:01:45Z
865	Fix Scaladoc reference for DynamicPatch	fix-scaladoc	MERGED	2026-01-27T11:51:12Z
864	refactor: Migrate DynamicValue from Vector to Chunk	dynamicvalue-chunk	MERGED	2026-01-27T01:40:59Z
862	Update sbt, sbt-dependency-tree, ... to 1.12.1	update/sbt-1.12.1	MERGED	2026-01-27T00:54:48Z
861	feat: add JsonSchema ADT and Schema derivation support	jpmlima:json-schema-support	CLOSED	2026-01-26T23:04:04Z
860	Add Schema instances for Modifier, Json, PrimitiveValue, and Chunk types	add-modifier-schema-instances	MERGED	2026-01-26T22:18:10Z
859	Fix pruneImpl to recurse into Variant values	prune-fix	MERGED	2026-01-26T21:42:40Z
858	feat(schema): implement Migration system for ZIO Schema 2	SolariSystems:feature/schema-migration-system	CLOSED	2026-01-26T20:31:14Z
857	Remove Unnecessary Type Parameter for `derivePrimitive`	khajavi:cleanup-derive-primitive	MERGED	2026-01-26T17:34:38Z
856	Switch `Json.Number` representation to `BigDecimal` + cleanup of `Json` and `JsonSelection` implementations	plokhotnyuk:main	CLOSED	2026-01-26T16:53:35Z
855	DynamicValue Transformation DSL	dynamicvalueselection	MERGED	2026-01-26T14:46:17Z
854	Make all tests to extend `SchemaBaseSpec`	plokhotnyuk:main	MERGED	2026-01-26T12:15:52Z
853	Bump actions/checkout from 6.0.1 to 6.0.2	dependabot/github_actions/actions/checkout-6.0.2	MERGED	2026-01-26T11:12:17Z
852	Enchanced Json Interpolator	Nanashi-lab:jsoninterpolator	MERGED	2026-01-26T08:16:39Z
851	Feature/json interpolator enhancement	Bhaviikkk:feature/json-interpolator-enhancement	CLOSED	2026-01-26T06:58:49Z
850	Add documentation on deriving type classes	samuel-asleep:document-type-class	CLOSED	2026-01-26T04:44:25Z
849	feat: implement EJSON toString for DynamicValue	Majormaxx:feat/dynamic-value-string	CLOSED	2026-01-26T04:10:28Z
848	feat(schema): Add pure algebraic migration system for ZIO Schema 2	SolariSystems:feature/schema-migration-system	CLOSED	2026-01-26T03:54:31Z
847	test(json): normalize error message path formatting in JsonTestUtils …	jpmlima:feature/normalize-error-messages	CLOSED	2026-01-26T03:24:28Z
846	Feat: Implement structured toString for Reflect (Fixes #802)	djagalyw-cmyk:patch-1	CLOSED	2026-01-26T01:39:46Z
845	Enhance TypeName.toString implementation (#802)	jpmlima:fix/issue-802-typename-tostring	CLOSED	2026-01-26T00:34:05Z
844	Enhance JSON interpolator with context-aware validation	samuel-asleep:Enhance-json-interpolator	CLOSED	2026-01-25T18:41:05Z
843	Enhance JSON interpolator with context-aware validation	samuel-asleep:Enhance-json-interpolator	CLOSED	2026-01-25T18:17:32Z
842	Redo json interpolator	bimbab189:redo-json-interpolator	CLOSED	2026-01-25T14:52:31Z
841	Clean up Json.scala API for consistency and simplicity	json-improvements-2	MERGED	2026-01-25T14:03:58Z
840	feat: Enhance JSON string interpolator with type-safe interpolation	Bhaviikkk:feature/json-interpolator-enhancement	CLOSED	2026-01-25T12:56:31Z
839	Increase stack size for Scala Native in CI workflow	plokhotnyuk:main	MERGED	2026-01-25T12:32:34Z
